cell_label,x,y,celltype_F,celltype_F_class,area
26070,14642,19394,Oligo,Non-neuronal,FI
26071,16277,19393,Oligo,Non-neuronal,FI
26075,15973,19396,Oligo,Non-neuronal,FI
26078,19389,19397,OPC,Non-neuronal,FI
26080,7303,19400,L5 IT,Excitatory,FI
26081,8202,19400,VIP,Inhibitory,FI
26082,13825,19400,Oligo,Non-neuronal,FI
26083,14333,19400,Oligo,Non-neuronal,FI
26085,18111,19399,OPC,Non-neuronal,FI
26087,6006,19401,Oligo,Non-neuronal,FI
26088,11318,19402,Oligo,Non-neuronal,FI
26089,11365,19407,Oligo,Non-neuronal,FI
26091,12695,19402,Oligo,Non-neuronal,FI
26092,13686,19401,Oligo,Non-neuronal,FI
26093,17093,19401,Oligo,Non-neuronal,FI
26096,10355,19403,Oligo,Non-neuronal,FI
26098,12470,19406,Oligo,Non-neuronal,FI
26100,15451,19405,Oligo,Non-neuronal,FI
26101,15740,19405,Oligo,Non-neuronal,FI
26102,17837,19405,Oligo,Non-neuronal,FI
26103,19271,19404,Oligo,Non-neuronal,FI
26106,7762,19407,L4 IT,Excitatory,FI
26111,13509,19408,Oligo,Non-neuronal,FI
26112,13531,19409,Oligo,Non-neuronal,FI
26114,10275,19409,OPC,Non-neuronal,FI
26115,15559,19410,Oligo,Non-neuronal,FI
26117,17250,19411,Oligo,Non-neuronal,FI
26118,10124,19411,Oligo,Non-neuronal,FI
26119,12083,19412,Oligo,Non-neuronal,FI
26120,11872,19414,Oligo,Non-neuronal,FI
26121,16062,19414,Oligo,Non-neuronal,FI
26122,16808,19413,Oligo,Non-neuronal,FI
26123,6510,19416,L2/3 IT,Excitatory,FI
