cell_label,x,y,celltype_F,celltype_F_class,area
10890,32890,2450,PVALB,Inhibitory,V1C
10892,12737,2453,VIP,Inhibitory,V1C
10895,25908,2451,L2/3 IT,Excitatory,V1C
10898,34760,2453,L5 IT,Excitatory,V1C
10899,7325,2455,L4 IT,Excitatory,V1C
10901,11076,2454,L4 IT,Excitatory,V1C
10904,33368,2454,PVALB,Inhibitory,V1C
10905,2321,2456,L2/3 IT,Excitatory,V1C
10907,6528,2455,L2/3 IT,Excitatory,V1C
10913,29630,2456,OPC,Non-neuronal,V1C
10922,6423,2460,L2/3 IT,Excitatory,V1C
10923,8935,2461,L4 IT,Excitatory,V1C
10924,10741,2460,L2/3 IT,Excitatory,V1C
10925,22871,2460,Micro/PVM,Non-neuronal,V1C
10931,14243,2460,L2/3 IT,Excitatory,V1C
10933,17947,2460,L4 IT,Excitatory,V1C
10946,9328,2466,Oligo,Non-neuronal,V1C
10947,12795,2465,L4 IT,Excitatory,V1C
10948,14957,2464,Oligo,Non-neuronal,V1C
10955,33452,2466,L6 IT Car3,Excitatory,V1C
10959,3447,2467,LAMP5,Inhibitory,V1C
10961,5657,2467,L2/3 IT,Excitatory,V1C
10963,7132,2467,VIP,Inhibitory,V1C
10964,10451,2467,L4 IT,Excitatory,V1C
10966,18649,2466,L2/3 IT,Excitatory,V1C
10967,21271,2467,Micro/PVM,Non-neuronal,V1C
10969,26172,2467,PVALB,Inhibitory,V1C
10971,30992,2468,L6 IT Car3,Excitatory,V1C
10973,2292,2468,L2/3 IT,Excitatory,V1C
10980,34432,2468,L4 IT,Excitatory,V1C
10988,10650,2471,L2/3 IT,Excitatory,V1C
10992,31399,2470,LAMP5 LHX6,Inhibitory,V1C
10996,8677,2472,PVALB,Inhibitory,V1C
10997,9066,2472,L2/3 IT,Excitatory,V1C
11006,33844,2472,L2/3 IT,Excitatory,V1C
11008,8638,2474,SNCG,Inhibitory,V1C
11012,27830,2473,PVALB,Inhibitory,V1C
11015,11341,2476,SNCG,Inhibitory,V1C
11024,7551,2477,LAMP5 LHX6,Inhibitory,V1C
11028,9805,2478,L4 IT,Excitatory,V1C
11032,20074,2480,L4 IT,Excitatory,V1C
11033,32201,2479,Astro,Non-neuronal,V1C
11034,2503,2481,Astro,Non-neuronal,V1C
11035,12378,2479,Astro,Non-neuronal,V1C
11042,33943,2481,Astro,Non-neuronal,V1C
11043,8206,2482,LAMP5,Inhibitory,V1C
11044,18931,2482,L4 IT,Excitatory,V1C
11045,31032,2482,Astro,Non-neuronal,V1C
11049,11878,2484,OPC,Non-neuronal,V1C
