,x,y,celltype_F,rotated_x,rotated_y
10397,16252,9060,L6 IT Car3,16252.0,9060.0
10411,17990,9066,Astro,17990.0,9066.0
10412,18380,9066,PVALB,18380.0,9066.0
10444,15446,9084,PVALB,15446.0,9084.0
10449,17635,9088,L5 IT,17635.0,9088.0
10450,18212,9087,VIP,18212.0,9087.0
10459,15586,9092,Oligo,15586.0,9092.0
10463,18134,9096,L4 IT,18134.0,9096.0
10481,17611,9103,Oligo,17611.0,9103.0
10499,16329,9112,LAMP5,16329.0,9112.0
10511,17850,9116,VIP,17850.0,9116.0
10521,17290,9126,L6B,17290.0,9126.0
10561,15549,9154,VIP,15549.0,9154.0
10566,17831,9159,VIP,17831.0,9159.0
10567,18832,9159,Micro/PVM,18832.0,9159.0
10570,18722,9161,SST,18722.0,9161.0
10581,18362,9168,L6 IT Car3,18362.0,9168.0
10589,18971,9169,VIP,18971.0,9169.0
10593,16759,9172,L5/6 NP,16759.0,9172.0
10594,17267,9172,Oligo,17267.0,9172.0
10600,16369,9174,L2/3 IT,16369.0,9174.0
10605,17030,9177,SST,17030.0,9177.0
10635,15541,9196,L2/3 IT,15541.0,9196.0
10658,16787,9209,OPC,16787.0,9209.0
10664,17278,9209,L2/3 IT,17278.0,9209.0
10686,18899,9226,L5 IT,18899.0,9226.0
10690,18650,9229,Oligo,18650.0,9229.0
10701,17601,9237,Astro,17601.0,9237.0
10712,17817,9246,L4 IT,17817.0,9246.0
10727,15212,9257,L6 IT,15212.0,9257.0
10728,16672,9253,SST,16672.0,9253.0
10736,17307,9260,VLMC,17307.0,9260.0
10737,17346,9259,SST,17346.0,9259.0
10757,17442,9271,L4 IT,17442.0,9271.0
10759,17043,9272,SNCG,17043.0,9272.0
10760,18184,9271,L2/3 IT,18184.0,9271.0
10764,17782,9275,L6 IT,17782.0,9275.0
10775,16751,9280,L2/3 IT,16751.0,9280.0
10777,18625,9281,OPC,18625.0,9281.0
10824,15494,9305,L2/3 IT,15494.0,9305.0
10825,16463,9305,L4 IT,16463.0,9305.0
10828,18954,9311,OPC,18954.0,9311.0
10841,17308,9316,Micro/PVM,17308.0,9316.0
10844,18833,9323,LAMP5,18833.0,9323.0
10850,17791,9323,L2/3 IT,17791.0,9323.0
10867,16282,9336,L5 IT,16282.0,9336.0
10880,16764,9346,LAMP5,16764.0,9346.0
10883,15500,9353,L2/3 IT,15500.0,9353.0
10893,16189,9358,VIP,16189.0,9358.0
10902,17873,9367,PVALB,17873.0,9367.0
10908,17257,9372,L4 IT,17257.0,9372.0
10911,17579,9372,L6 CT,17579.0,9372.0
10927,18683,9380,Micro/PVM,18683.0,9380.0
10928,16451,9381,L2/3 IT,16451.0,9381.0
10954,16289,9402,L2/3 IT,16289.0,9402.0
10960,16014,9409,Oligo,16014.0,9409.0
10965,17212,9410,LAMP5,17212.0,9410.0
10980,16267,9419,Oligo,16267.0,9419.0
10992,18753,9426,L4 IT,18753.0,9426.0
10997,18780,9427,SST,18780.0,9427.0
11011,16304,9436,Oligo,16304.0,9436.0
11032,15663,9450,L6 CT,15663.0,9450.0
11034,17077,9450,L4 IT,17077.0,9450.0
