,x,y,celltype_F,rotated_x,rotated_y
17235,22560,11844,Oligo,22560.0,11844.0
17238,23201,11846,Oligo,23201.0,11846.0
17248,21001,11852,Micro/PVM,21001.0,11852.0
17249,23177,11852,Oligo,23177.0,11852.0
17269,22412,11862,Oligo,22412.0,11862.0
17281,20529,11869,Oligo,20529.0,11869.0
17285,20825,11872,Oligo,20825.0,11872.0
17286,21822,11870,Oligo,21822.0,11870.0
17291,22991,11874,Oligo,22991.0,11874.0
17298,22592,11874,Oligo,22592.0,11874.0
17335,20511,11890,Oligo,20511.0,11890.0
17349,21927,11900,Oligo,21927.0,11900.0
17353,22177,11901,Oligo,22177.0,11901.0
17354,22855,11901,Oligo,22855.0,11901.0
17379,20445,11920,Astro,20445.0,11920.0
17386,22567,11925,Oligo,22567.0,11925.0
17409,20792,11938,Oligo,20792.0,11938.0
17426,20231,11947,Oligo,20231.0,11947.0
17432,21319,11950,Oligo,21319.0,11950.0
17433,23135,11949,Astro,23135.0,11949.0
17446,20553,11956,Oligo,20553.0,11956.0
17451,20896,11959,Oligo,20896.0,11959.0
17460,20643,11964,Oligo,20643.0,11964.0
17483,22826,11976,Oligo,22826.0,11976.0
17503,21244,11986,Oligo,21244.0,11986.0
17517,22637,11989,Oligo,22637.0,11989.0
17520,22491,11990,Oligo,22491.0,11990.0
17521,22989,11991,Oligo,22989.0,11991.0
17525,21481,11992,Oligo,21481.0,11992.0
17538,21591,11998,Oligo,21591.0,11998.0
17547,20590,12003,Oligo,20590.0,12003.0
17548,21378,12003,Oligo,21378.0,12003.0
17549,21639,12002,Oligo,21639.0,12002.0
17563,20415,12009,Oligo,20415.0,12009.0
17610,20201,12032,Astro,20201.0,12032.0
17625,20275,12039,Oligo,20275.0,12039.0
17634,21114,12042,Astro,21114.0,12042.0
17639,21029,12046,Oligo,21029.0,12046.0
17660,20039,12057,Oligo,20039.0,12057.0
17673,21615,12062,Oligo,21615.0,12062.0
17674,21877,12062,Oligo,21877.0,12062.0
17685,23741,12067,Oligo,23741.0,12067.0
